TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,5.375,468,48
-1,8.625,437,48
-1,11.875,223,88
-1,15.4375,210,88
-1,18.6875,217,80
-1,22.6875,1,48
-1,25.9375,1,24
-1,29.5,1,16
-1,32.75,1,24
-1,36.375,576,40
-1,39.625,591,48
-1,43.1875,1,24
-1,46.8125,1,16
-1,50.4375,523,56
-1,53.6875,1,16
-1,57.25,516,64
-1,60.5,511,48
-1,64.125,1,24
-1,68.0625,546,40
-1,71.3125,100,56
-1,74.5625,103,72
-1,78.1875,97,72
-1,81.75,476,40
-1,85,468,72
-1,88.25,489,56
-1,91.875,503,72
-1,95.125,486,64
-1,98.6875,472,64
-1,101.9375,480,80
-1,105.1875,499,48
-1,108.8125,92,64
-1,112.0625,93,64
-1,115.3125,106,64
-1,118.5,569,40
-1,122.125,555,40
-1,125.375,582,48
-1,128.625,1,40
-1,132.5625,1,40
-1,135.8125,1,48
-1,139.0625,762,64
-1,142.6875,713,40
-1,145.9375,769,40
-1,149.1875,1,40
-1,152.75,1,16
-1,156,787,64
-1,159.625,718,72
-1,162.875,709,40
-1,166.125,707,48
-1,169.3125,1,16
-1,172.5625,664,48
-1,175.8125,1,16
-1,179.0625,1,24
-1,182.6875,221,64
-1,185.9375,391,40
-1,189.5,279,80
-1,192.75,243,80
-1,196.375,255,72
-1,199.625,1,24
-1,202.875,59,72
-1,206.125,61,72
-1,209.6875,59,72
-1,212.9375,58,72
-1,216.1875,51,80
-1,219.4375,56,80
-1,223.375,54,80
-1,226.625,54,72
-1,230.25,56,80
-1,233.5,53,72
-1,237.0625,56,80
-1,240.3125,56,80
-1,243.9375,58,80
-1,247.1875,52,72
-1,250.4375,63,72
-1,253.6875,59,72
-1,256.875,64,80
-1,260.125,60,72
-1,263.75,60,72
-1,267.375,86,64
-1,270.625,288,56
-1,274.1875,374,80
-1,277.4375,354,56
-1,280.6875,298,64
-1,283.9375,250,32
-1,287.5625,171,72
-1,290.75,78,80
-1,294.375,80,80
-1,297.625,78,80
-1,301.25,84,80
-1,304.5,89,80
-1,308.0625,82,48
-1,311.6875,58,64
-1,314.9375,68,72
-1,318.5,66,64
-1,321.75,70,56
-1,325.375,57,64
-1,328.625,68,80
-1,332.25,1,48
-1,335.8125,334,48
-1,339.0625,1,24
-1,342.3125,1,24
-1,345.9375,1,24
-1,349.1875,445,40
-1,352.375,471,48
-1,356,454,64
-1,359.25,447,80
1515627512922,3.5625,438,40
-1,6.8125,439,48
-1,10.4375,232,56
-1,13.6875,220,88
-1,16.875,210,88
-1,20.125,244,80
-1,23.75,499,56
-1,27,1,40
-1,30.25,3119,16
-1,33.8125,533,48
-1,37.0625,595,64
-1,40.6875,599,40
-1,43.9375,1,48
-1,47.5625,1,40
-1,50.75,526,56
-1,54,1,8
-1,57.625,532,40
-1,60.875,528,40
-1,64.8125,1,24
-1,68.4375,529,32
-1,71.6875,113,48
-1,75.3125,104,72
-1,78.5,103,64
-1,81.75,484,56
-1,85.375,480,56
-1,89.3125,503,72
-1,92.5625,506,80
-1,95.8125,467,32
-1,99.0625,486,72
-1,102.6875,492,72
-1,105.9375,494,56
-1,109.5,94,64
-1,112.75,100,72
-1,116,102,64
-1,119.25,556,56
-1,122.875,564,48
-1,126.125,567,48
-1,129.3125,1,32
-1,133.3125,624,40
-1,136.5625,1,40
-1,140.125,753,72
-1,143.375,725,48
-1,147,774,32
-1,150.25,1,16
-1,153.8125,1,32
-1,157.0625,778,32
-1,160.3125,698,40
-1,163.9375,722,40
-1,167.1875,719,48
-1,170.75,160,40
-1,174,667,40
-1,177.25,264,64
-1,180.5,207,56
-1,183.75,434,48
-1,187.375,283,56
-1,190.625,265,80
-1,194.1875,245,80
-1,197.4375,267,80
-1,201.0625,1,24
-1,204.3125,69,72
-1,207.875,59,72
-1,211.125,57,72
-1,214.75,60,80
-1,218,61,72
-1,221.5625,55,80
-1,224.8125,59,72
-1,228.4375,56,80
-1,231.6875,60,72
-1,234.9375,54,72
-1,238.5,56,80
-1,241.75,54,72
-1,245.375,58,80
-1,248.625,55,80
-1,252.25,60,72
-1,255.4375,64,80
-1,259.0625,55,72
-1,262.3125,59,72
-1,265.9375,67,80
-1,269.1875,289,56
-1,272.375,375,88
-1,275.625,373,72
-1,279.25,330,40
-1,282.5,1,56
-1,286.4375,276,64
-1,290.0625,136,48
-1,293.3125,76,80
-1,296.5625,77,80
-1,300.125,78,80
-1,303.375,81,72
-1,307,86,80
-1,310.25,57,64
-1,313.5,60,72
-1,316.75,68,64
-1,320.3125,68,64
-1,323.5625,65,72
-1,327.1875,64,72
-1,330.75,93,40
-1,334,328,40
-1,337.625,1,24
-1,340.875,49,40
-1,344.5,1,32
-1,347.6875,483,40
-1,351.3125,1,40
-1,354.5625,451,64
-1,358.1875,446,80
1515627513016,2.5,431,48
-1,5.75,446,56
-1,9,389,56
-1,12.25,224,88
-1,15.4375,208,88
-1,18.6875,217,80
-1,22.3125,495,16
-1,25.9375,1,16
-1,29.1875,1,16
-1,32.75,1,24
-1,36.375,579,64
-1,39.625,577,40
-1,42.875,1,24
-1,46.4375,1,24
-1,49.6875,525,56
-1,53.3125,1,32
-1,56.5625,546,64
-1,60.875,522,24
-1,64.125,1,24
-1,67.6875,520,40
-1,70.9375,101,56
-1,74.1875,97,64
-1,77.8125,102,72
-1,81.0625,478,40
-1,84.625,478,72
-1,88.25,505,56
-1,91.875,511,80
-1,95.125,496,64
-1,98.375,479,64
-1,101.5625,482,64
-1,104.8125,490,72
-1,108.4375,91,48
-1,111.6875,97,72
-1,114.9375,93,56
-1,118.5,557,40
-1,121.75,551,48
-1,125.375,579,48
-1,128.625,1,40
-1,132.5625,1,32
-1,136.1875,672,48
-1,139.4375,768,56
-1,143.0625,730,40
-1,146.25,761,40
-1,149.875,1,32
-1,153.125,1,24
-1,156.75,789,32
-1,160,718,40
-1,163.5625,730,48
-1,166.8125,706,40
-1,170.4375,1,56
-1,173.6875,662,40
-1,177.25,1,40
-1,180.5,1,48
-1,184.125,1,32
-1,187.375,283,64
-1,190.9375,262,72
